Weight1[0][0],Weight1[0][1],Weight1[0][2],Weight1[1][0],Weight1[1][1],Weight1[1][2],Weight2[0],Weight2[1],Weight2[2]
-0.4802225877839771,-0.91150569864838,-0.49539107662170634,-0.9870587525527599,-0.6746279938893534,-0.16644618296913338,-0.07104968085606211,-0.40969481726634516,-0.6598788319713708
